date,ew_idx,ma200,trend_f
2024-03-31,17.728797565137437,19.065760184912012,0.6
2024-04-30,17.436200533584582,18.780763439959127,0.6
2024-05-31,17.20201777383329,18.512827032573497,0.6
2024-06-30,15.742310970883809,18.179945813185657,0.6
2024-07-31,15.865352963874821,17.70361971794181,0.6
2024-08-31,15.308147450180657,17.26756286807118,0.6
2024-09-30,18.834096814514474,16.81147043617493,1.0
2024-10-31,20.122340406251123,16.76865281623516,1.0
2024-11-30,21.088268960927753,17.000604493635336,1.0
2024-12-31,20.209863150837673,17.587938040503627,1.0
2025-01-31,19.89377460049196,17.75353264091833,1.0
2025-02-28,21.376389934245918,18.142681340100964,1.0
2025-03-31,21.438720133272717,18.627655924576487,1.0
2025-04-30,20.960574660862783,19.099708051495092,1.0
2025-05-31,22.03413514912747,19.728972239262315,1.0
2025-06-30,23.39271487921214,20.459739324799486,1.0
2025-07-31,24.622042294288637,21.445955376649966,1.0
2025-08-31,26.73880684917886,22.17192549267203,1.0
2025-09-30,27.0323660565445,22.805381121314152,1.0
2025-10-31,27.47799244446233,23.294309196546124,1.0
2025-11-30,27.42245448892359,24.07979323613321,1.0
2025-12-31,27.867167741290924,24.747644806671406,1.0
2026-01-31,30.077750296569043,25.56474090308359,1.0
2026-02-28,31.32404602406067,26.24935323584612,1.0
2026-03-31,28.40584619232762,27.087297310239965,1.0
2026-04-30,30.242601336094076,27.792380264172913,1.0
2026-05-31,29.26570564948918,28.383769458998014,1.0
2026-06-30,27.875677231320783,28.657090215798025,0.6
2026-07-31,25.744826841908765,28.610399656905294,0.6
2026-08-31,27.811925933302682,28.631944146311085,0.6
