ym,peer,rho
2025-09,log_mv,0.0800963090285459
2025-09,amt20,0.4943520670695089
2025-09,roe_ttm,-0.0625782729674347
2025-09,pb_inv,-0.33596920795641516
2025-09,beta120,0.2654532685060329
2025-09,vol120,0.5670429547243125
2025-10,log_mv,0.08911679163893957
2025-10,amt20,0.4828316674328079
2025-10,roe_ttm,0.028195708737860935
2025-10,pb_inv,-0.25294356490434144
2025-10,beta120,0.2932790307882853
2025-10,vol120,0.5542153705267036
2025-11,log_mv,-0.08189752238423918
2025-11,amt20,0.4144863673379006
2025-11,roe_ttm,-0.11890575506286553
2025-11,pb_inv,-0.28108988931210627
2025-11,beta120,0.21111310427948185
2025-11,vol120,0.5739531812757954
2025-12,log_mv,0.006617664049402605
2025-12,amt20,0.49228193264378495
2025-12,roe_ttm,-0.10819118194512492
2025-12,pb_inv,-0.3201355968095421
2025-12,beta120,0.2223611095773433
2025-12,vol120,0.5750585782659019
2026-01,log_mv,0.06762165759834131
2026-01,amt20,0.44512322948459004
2026-01,roe_ttm,-0.08860812658627075
2026-01,pb_inv,-0.3579016233338202
2026-01,beta120,0.35556773550680093
2026-01,vol120,0.6076538660041663
2026-02,log_mv,0.09168268435535167
2026-02,amt20,0.46136467749025517
2026-02,roe_ttm,-0.08282335889330018
2026-02,pb_inv,-0.30570342370259196
2026-02,beta120,0.35754145621134203
2026-02,vol120,0.5907968767946886
2026-03,log_mv,0.07624991314848655
2026-03,amt20,0.44581247200260454
2026-03,roe_ttm,-0.022779896793508402
2026-03,pb_inv,-0.25070496951403454
2026-03,beta120,0.18096155893054508
2026-03,vol120,0.4585338576612378
2026-04,log_mv,0.02375530668638948
2026-04,amt20,0.3868236395420143
2026-04,roe_ttm,-0.016882608358014237
2026-04,pb_inv,-0.2757144773957477
2026-04,beta120,0.2402201119174821
2026-04,vol120,0.473472804942145
2026-05,log_mv,0.0888774842691905
2026-05,amt20,0.46005934176934415
2026-05,roe_ttm,-0.04804022091076093
2026-05,pb_inv,-0.3867004623096043
2026-05,beta120,0.31795512917167906
2026-05,vol120,0.5638610650989445
2026-06,log_mv,0.14273727238378894
2026-06,amt20,
2026-06,roe_ttm,-0.029824122916362245
2026-06,pb_inv,-0.4497377971212706
2026-06,beta120,0.3397298806707188
2026-06,vol120,0.6139530172308664
2026-07,log_mv,0.03907398581174426
2026-07,amt20,0.4238563421445038
2026-07,roe_ttm,-0.022101544939145422
2026-07,pb_inv,-0.3853418811663549
2026-07,beta120,0.4023531133698494
2026-07,vol120,0.6533302104900165
