date,ic,n,note
2019-11-01,-0.021032534753384537,3163,
2019-12-02,-0.0121841160606508,3174,
2020-01-02,-0.04308154251926238,3179,
2020-02-03,-0.09250486013721905,3199,
2020-03-02,0.38298401516070596,3205,
2020-04-01,-0.15300861147124428,3215,
2020-05-06,0.11902037350429319,3193,
2020-06-01,-0.09871993956700581,3200,
2020-07-01,0.07567950363935651,3218,
2020-08-03,0.2417133869758964,3257,
2020-09-01,0.1157697223031784,3270,
2020-10-09,0.11132170678006834,3286,
2020-11-02,0.1266494712120778,3302,
2020-12-01,-0.19501775847680067,3336,
2021-01-04,-0.10082985642352248,3361,
2021-02-01,0.23052058147949037,3378,
2021-03-01,0.2790174587903255,3393,
2021-04-01,0.042708673301132496,3411,
2021-05-06,-0.0737639202088791,3421,
2021-06-01,0.07302301240227278,3453,
2021-07-01,-0.010406461344838767,3482,
2021-08-02,0.1766028917033164,3523,
2021-09-01,0.17618389314175203,3584,
2021-10-08,-0.1504375760475052,3645,
2021-11-01,0.25248244473277887,3672,
2021-12-01,0.31463037589315773,3692,
2022-01-04,0.2536434467183607,3747,
2022-02-07,0.035665944666136075,3784,
2022-03-01,0.1809231025337983,3811,
2022-04-01,0.04966870656920796,3846,
2022-05-05,0.15763214073042345,3876,
2022-06-01,-0.11655331438309972,3934,
2022-07-01,0.24068681755023225,3988,
2022-08-01,0.1622434315875754,4035,
2022-09-01,0.07183247982204476,4078,
2022-10-10,0.16585146144205942,4114,
2022-11-01,0.058691017953699985,4145,
2022-12-01,0.0037787518791850268,4186,
2023-01-03,0.1039325102767817,4222,
2023-02-01,0.29068931330760994,4242,
2023-03-01,0.04156920661928719,4264,
2023-04-03,0.08861125064701265,4297,
2023-05-04,0.24471153749629493,4310,
2023-06-01,0.1409021599713013,4332,
2023-07-03,0.2704298292126047,4360,
2023-08-01,0.23740622047249943,4389,
2023-09-01,0.12955567829063042,4431,
2023-10-09,0.19394592969453067,4469,
2023-11-01,0.13302237817459117,4499,
2023-12-01,0.24105486300222254,4522,
2024-01-02,-0.14054671364665386,4544,
2024-02-01,-0.4775859752061666,4551,
2024-03-01,0.3629132539487273,4564,
2024-04-01,0.009896740052615758,4588,
2024-05-06,-0.0008874120194529714,4601,
2024-06-03,-0.0062960353031269395,4625,
2024-07-01,0.07348435720858142,4661,
2024-08-01,0.2125589693601318,4689,
2024-09-02,-0.09692980618133695,4715,
2024-10-08,-0.038007619406038085,4723,
2024-11-01,0.3675208558111562,4727,
2024-12-02,0.048583228242059635,4740,
2025-01-02,0.1266586230888886,4745,
2025-02-05,0.05055872320077681,4758,
2025-03-03,0.2567711893682081,4761,
2025-04-01,0.15294101471161475,4765,
2025-05-06,0.2772286432635867,4744,
2025-06-03,0.14878049559871923,4750,
2025-07-01,0.21197836133667858,4765,
2025-08-01,-0.21391586979537797,4774,
2025-09-01,0.006052005573068607,4782,
2025-10-09,0.35821679622057256,4780,
2025-11-03,0.2134201938921708,4793,
2025-12-01,-0.1585612141271146,4793,
2026-01-05,0.20167696386670467,4808,
2026-02-02,-0.08387495377555276,4820,
2026-03-02,0.2503419700339765,4817,
2026-04-01,-0.07030117133594857,4827,
2026-05-06,-0.013544820256641901,4810,
2026-06-01,-0.27943386278811816,4827,
2026-07-01,0.4367125937811476,4847,
2026-08-03,,0,last_no_fwd
