date,农林牧渔,基础化工,钢铁,有色金属,电子,汽车,家用电器,食品饮料,纺织服饰,轻工制造,医药生物,公用事业,交通运输,房地产,商贸零售,社会服务,银行,非银金融,综合,建筑材料,建筑装饰,电力设备,机械设备,国防军工,计算机,传媒,通信,煤炭,石油石化,环保,美容护理
2011-09-30,1928.39,2094.6,2383.38,3902.6,1462.9,,2180.76,5558.37,2007.81,1680.47,3722.85,1646.66,1834.26,2326.43,3642.64,2512.0,,,1801.39,,,,,,,,,,,,
2011-10-31,2014.0,2148.31,2402.27,3912.91,1486.27,,2187.6,5845.27,2094.9,1730.78,3861.1,1763.28,1915.61,2461.81,3769.67,2673.97,,,1891.89,,,,,,,,,,,,
2011-11-30,2023.38,2043.45,2155.09,3631.14,1444.96,,1963.77,6028.65,1996.62,1668.12,3890.59,1741.76,1784.54,2255.18,3480.5,2646.57,,,1810.96,,,,,,,,,,,,
2011-12-30,1700.12,1691.53,1967.41,2999.23,1213.94,,1842.13,5165.66,1692.38,1374.57,3346.51,1564.62,1601.64,2130.95,3067.98,2320.83,,,1491.9,,,,,,,,,,,,
2012-01-31,1657.95,1743.5,2077.66,3461.76,1186.7,,1922.53,5000.59,1649.68,1358.43,3146.43,1560.47,1659.43,2198.72,3072.09,2255.99,,,1502.63,,,,,,,,,,,,
2012-02-29,1845.21,1936.92,2240.9,3790.84,1363.05,,2188.76,5606.48,1842.44,1548.12,3479.93,1664.8,1775.33,2468.75,3320.47,2501.63,,,1686.09,,,,,,,,,,,,
2012-03-30,1682.67,1785.93,2052.44,3488.74,1243.01,,2068.13,5413.55,1750.96,1421.54,3243.59,1538.35,1648.97,2370.98,3189.43,2439.41,,,1526.29,,,,,,,,,,,,
2012-04-27,1785.42,1861.09,2169.18,3740.82,1303.45,,2163.22,5859.82,1846.18,1495.4,3350.24,1611.35,1747.63,2677.07,3418.82,2581.44,,,1710.15,,,,,,,,,,,,
2012-05-31,1772.39,1882.57,2166.16,3918.68,1359.52,,2229.91,5962.12,1849.39,1501.81,3539.2,1659.89,1750.56,2758.17,3310.09,2645.68,,,1667.36,,,,,,,,,,,,
2012-06-29,1669.51,1721.51,1878.52,3545.09,1281.87,,2044.76,5942.24,1745.48,1369.17,3715.9,1671.17,1633.74,2595.63,3080.01,2583.23,,,1507.39,,,,,,,,,,,,
2012-07-31,1599.25,1586.47,1758.97,3248.25,1135.21,,1897.03,5756.36,1600.87,1239.86,3516.11,1555.17,1496.36,2406.65,2726.67,2541.08,,,1392.51,,,,,,,,,,,,
2012-08-31,1574.34,1614.05,1737.68,3164.24,1228.74,,1852.67,5390.69,1537.74,1261.0,3577.39,1544.42,1419.87,2223.23,2661.7,2504.91,,,1403.2,,,,,,,,,,,,
2012-09-28,1586.77,1654.7,1736.7,3471.26,1226.28,,1912.89,5633.85,1506.14,1252.36,3636.99,1524.09,1397.71,2295.9,2751.89,2530.95,,,1392.94,,,,,,,,,,,,
2012-10-31,1532.78,1657.72,1779.04,3162.08,1217.7,,1972.34,5653.21,1482.46,1263.85,3725.02,1550.13,1420.52,2350.61,2677.04,2486.44,,,1375.81,,,,,,,,,,,,
2012-11-30,1377.63,1462.85,1701.63,2919.96,1045.95,,1923.26,4786.44,1299.49,1139.79,3303.21,1466.56,1344.96,2313.3,2350.98,2167.03,,,1249.08,,,,,,,,,,,,
2012-12-31,1614.23,1696.21,1873.29,3408.18,1204.92,,2134.0,5127.23,1520.67,1339.29,3629.86,1653.61,1533.89,2807.1,2705.11,2442.5,,,1445.95,,,,,,,,,,,,
2013-01-31,1720.03,1839.42,1919.38,3516.22,1269.48,,2327.8,4920.05,1561.87,1402.41,4050.61,1747.26,1614.64,2864.87,2804.56,2532.96,,,1566.85,,,,,,,,,,,,
2013-02-28,1757.57,1909.38,1884.36,3396.92,1353.16,,2335.37,5062.06,1595.95,1453.24,4307.84,1814.96,1605.98,2850.57,2825.89,2540.05,,,1644.92,,,,,,,,,,,,
2013-03-29,1620.35,1897.37,1775.6,3100.27,1399.39,,2329.2,4909.22,1551.12,1444.29,4447.36,1850.11,1549.56,2591.37,2689.08,2609.01,,,1593.89,,,,,,,,,,,,
2013-04-26,1559.42,1800.63,1712.07,2915.32,1369.21,,2427.57,4731.82,1476.31,1411.24,4297.68,1770.94,1480.52,2606.73,2584.29,2430.87,,,1545.24,,,,,,,,,,,,
2013-05-31,1759.19,1962.07,1758.18,3075.49,1661.74,,2517.93,5099.89,1630.61,1551.96,4835.66,1967.59,1576.36,2911.2,2823.03,2673.02,,,1733.86,,,,,,,,,,,,
2013-06-28,1456.41,1657.09,1442.17,2391.96,1477.94,,2196.44,4672.55,1316.92,1304.3,4312.78,1696.18,1308.58,2449.88,2349.13,2272.89,,,1417.2,,,,,,,,,,,,
2013-07-31,1484.01,1684.55,1438.72,2468.39,1569.88,,2327.88,4690.45,1353.91,1389.26,4721.98,1743.49,1312.18,2506.62,2454.55,2483.74,,,1497.6,,,,,,,,,,,,
2013-08-30,1601.22,1782.18,1528.36,2704.78,1642.54,,2394.94,4791.58,1489.76,1514.08,4719.57,1756.35,1604.83,2679.66,2871.13,2813.88,,,1636.95,,,,,,,,,,,,
2013-09-30,1775.98,1812.72,1547.06,2681.09,1703.42,,2511.68,4991.57,1567.28,1594.96,5093.08,1787.89,1621.35,2664.35,3340.65,3074.45,,,1709.54,,,,,,,,,,,,
2013-10-31,1812.8,1778.13,1526.1,2500.67,1599.12,,2774.95,4738.5,1555.05,1551.58,4726.96,1889.64,1605.94,2606.38,3147.04,2879.5,,,1635.93,,,,,,,,,,,,
2013-11-29,1949.37,1887.37,1593.39,2588.73,1773.68,,2906.93,4898.82,1638.95,1652.26,4908.53,1914.45,1694.47,2603.28,3256.6,3018.96,,,1709.88,,,,,,,,,,,,
2013-12-31,1893.3,1807.07,1549.85,2398.12,1720.44,,2973.29,4749.65,1644.71,1626.99,4956.79,1831.94,1614.79,2471.92,3062.86,2918.0,,,1624.66,,,,,,,,,,,,
2014-01-30,1740.38,1733.58,1429.41,2310.56,1816.27,,2902.08,4422.1,1631.33,1743.69,5065.95,1760.36,1548.83,2363.05,3077.92,3042.16,,,1650.18,,,,,,,,,,,,
2014-02-28,1751.92,1803.51,1468.54,2416.53,1859.9,2929.19,2816.72,4515.64,1679.04,1779.33,5164.73,1794.19,1566.35,2286.61,3047.55,3259.14,1993.5,971.61,1796.84,2948.91,1411.52,3809.64,949.71,948.22,2783.94,931.63,1545.1,926.41,,,
2014-03-31,1666.94,1788.62,1456.43,2319.8,1736.34,2842.02,2744.52,4478.9,1659.37,1701.58,4937.72,1736.83,1567.69,2508.87,2887.52,3099.14,2031.17,935.77,1739.55,3077.63,1409.05,3491.9,916.92,862.86,2498.5,860.69,1446.34,832.12,,,
2014-04-30,1634.53,1721.48,1408.56,2291.23,1756.48,2891.82,2744.43,4529.39,1604.97,1677.29,4785.8,1719.34,1553.64,2464.71,2890.5,3107.64,2064.97,968.34,1703.85,3053.19,1409.39,3376.79,886.15,861.71,2421.14,852.63,1459.74,853.35,,,
2014-05-30,1677.45,1730.74,1435.12,2359.7,1828.41,2904.89,2767.85,4381.85,1590.18,1691.87,4873.49,1728.65,1536.74,2483.13,2885.47,3155.19,2051.16,973.29,1726.17,3030.98,1419.99,3385.62,889.48,893.34,2632.21,869.39,1536.5,881.64,,,
2014-06-30,1702.74,1786.43,1467.38,2468.29,1906.48,3066.58,2791.89,4381.06,1624.86,1755.95,5011.2,1765.52,1526.98,2466.81,2838.72,3222.61,2052.94,971.39,1786.04,3060.64,1418.12,3548.96,935.33,991.95,2762.56,913.25,1611.44,986.35,,,
2014-07-31,1873.01,1924.82,1617.46,2863.36,1936.08,3406.4,2985.43,4818.44,1749.72,1844.86,5192.84,1862.2,1641.67,2787.43,3049.86,3314.39,2213.83,1105.6,1898.84,3340.15,1532.91,3842.26,995.91,1074.57,2767.87,878.33,1650.88,992.65,,,
2014-08-29,1952.83,2009.78,1713.27,2876.76,2111.67,3507.2,2992.51,4862.93,1861.85,1922.33,5329.29,1975.83,1706.41,2794.73,3165.16,3604.53,2109.31,1080.96,2052.58,3424.03,1562.44,4012.26,1048.54,1127.86,2955.07,944.08,1699.82,1075.22,,,
2014-09-30,2211.63,2217.76,1906.18,3069.76,2262.06,3790.48,3100.98,5002.5,2112.83,2141.23,5848.25,2208.7,1972.17,3009.95,3567.89,4077.76,2137.18,1130.29,2311.63,3783.07,1754.64,4476.4,1199.49,1357.48,3359.47,1001.6,1943.96,1199.69,,,
2014-10-31,2194.08,2237.8,2023.67,3039.49,2242.68,3861.73,3186.09,4828.88,2165.46,2164.85,6019.13,2273.24,2113.19,3092.05,3627.2,3983.96,2238.3,1188.46,2343.15,3867.92,1837.19,4431.56,1240.44,1384.49,3377.81,987.13,1927.05,1179.57,,,
2014-11-28,2328.4,2328.84,2237.9,3214.37,2263.29,3979.07,3336.09,4976.72,2271.81,2257.65,6016.13,2440.82,2368.37,3534.14,3876.56,4206.53,2578.3,1562.07,2490.71,4105.77,2077.39,4578.43,1318.26,1341.99,3635.66,1051.28,2002.4,1107.1,,,
2014-12-31,2201.3,2301.95,2763.95,3318.85,2039.83,3934.4,3606.09,5511.02,2191.86,2096.03,5750.95,2851.89,2660.55,4085.59,4068.14,4004.66,3429.09,2370.52,2365.51,4460.91,2834.02,4423.94,1330.34,1472.61,3376.28,1010.73,1988.74,1287.49,,,
2015-01-30,2437.4,2475.33,2753.6,3463.97,2243.59,4266.91,3978.62,5475.41,2407.19,2280.7,6182.36,2825.8,2671.7,4097.44,4289.58,4302.0,3075.84,2142.74,2485.68,4416.58,2660.59,4803.73,1420.71,1550.34,3986.69,1169.21,2136.14,1358.89,,,
2015-02-27,2496.32,2623.12,2914.81,3599.44,2408.8,4612.93,4235.19,5654.49,2594.16,2467.06,6539.11,2907.32,2816.37,4213.18,4586.64,4536.66,3046.56,2272.8,2691.61,4575.06,2937.53,5081.98,1486.32,1637.7,4706.9,1359.93,2431.33,1446.09,,,
2015-03-31,3021.08,3080.33,3444.5,4186.7,2899.87,5270.5,4833.33,6308.34,3217.21,3038.02,7792.24,3344.28,3394.43,5030.66,5686.07,5687.51,3346.47,2515.61,3164.39,5504.05,3649.0,6306.88,1825.33,1844.36,6031.81,1590.91,2827.45,1636.61,,,
2015-04-30,3392.58,3592.24,4131.27,4837.04,3251.68,5969.82,5733.6,7353.11,3863.45,3608.9,9116.83,4032.46,4312.23,5861.22,6512.91,6474.0,3778.97,2784.61,3679.68,6253.3,4823.4,7437.42,2257.29,2305.18,6926.9,1986.7,3418.82,2277.97,,,
2015-05-29,4224.53,4307.63,4278.55,5285.61,4231.17,6881.84,6452.34,8172.18,4781.24,4687.52,10929.4,4492.24,4506.02,6366.91,7741.6,7808.44,3574.97,2688.89,4593.75,7146.69,4766.93,9184.43,2766.39,3012.3,9320.58,2412.09,4363.16,3231.75,,,
2015-06-30,3911.52,3919.11,4410.74,4640.55,3748.43,6235.64,6171.51,7924.85,4314.0,4295.98,9632.24,4449.85,4616.32,6111.36,6890.09,7047.46,3702.87,2391.29,4229.65,6363.81,4046.61,7874.73,2250.39,2575.58,7304.96,1932.81,3556.82,2476.78,,,
2015-07-31,3582.95,3270.8,3640.85,3673.12,3165.78,5176.81,5026.67,6840.66,3696.12,3618.97,8488.17,3726.69,3769.28,5159.05,5701.29,6374.95,3260.98,1910.5,3379.22,5253.56,3521.48,6678.02,1890.86,2378.23,6037.5,1708.66,3105.26,2545.51,,,
2015-08-31,3071.98,2824.67,3200.27,3188.8,2656.45,4552.38,4321.64,6156.08,3301.93,3273.53,7410.08,3366.24,3458.15,4534.88,5141.84,5303.0,3055.98,1542.64,3122.4,4834.7,3076.37,5768.46,1607.67,2047.36,4796.64,1403.78,2679.15,2088.86,,,
2015-09-30,2854.43,2643.21,2667.77,2946.13,2487.62,4475.44,3860.89,5864.88,3063.46,3166.12,7191.24,3079.32,3332.28,4234.09,4795.03,5385.32,3037.53,1484.48,2953.3,4526.31,2878.62,5454.45,1526.99,1710.58,4853.86,1416.88,2499.66,1744.31,,,
2015-10-30,3291.36,3101.1,2858.11,3406.37,2940.86,5117.03,4394.47,6410.49,3635.11,3549.52,8247.85,3474.14,3599.69,4923.82,5605.02,5936.83,3148.32,1721.81,3362.95,4994.4,3243.18,6504.12,1779.35,2061.47,6010.23,1652.31,3012.71,2220.73,,,
2015-11-30,3511.44,3391.91,2763.13,3672.22,3356.74,5446.49,4638.49,6469.27,3883.78,3857.72,8474.19,3537.38,3503.79,5198.53,5635.25,6315.17,3241.1,1854.61,3950.99,5210.29,3220.3,6887.27,1886.02,1963.86,6478.06,1744.38,3259.79,2036.66,,,
2015-12-31,3671.14,3568.17,2813.63,3829.19,3507.94,5779.62,5147.0,6975.84,4146.35,3979.44,9010.78,3504.89,3526.75,5918.08,5919.55,7146.12,3382.3,1969.99,4049.29,5658.46,3233.15,7098.92,1952.54,1892.29,6762.38,1786.37,3434.35,1986.21,,,
2016-01-29,2770.54,2579.09,2185.61,2780.34,2504.69,4235.22,4034.64,5578.09,2988.83,2788.19,6692.27,2573.38,2599.1,4424.82,4307.51,5320.87,2902.88,1485.8,2806.96,4118.31,2429.57,5033.99,1371.15,1363.29,4688.97,1281.32,2505.13,1505.77,,,
2016-02-29,2832.66,2551.02,2167.12,2953.05,2437.4,4216.04,3883.32,5515.89,2991.16,2718.17,6497.32,2519.9,2512.91,4423.9,4158.86,5186.82,2872.77,1414.4,2757.2,4143.52,2362.68,4823.77,1305.39,1306.32,4433.24,1206.7,2365.2,1466.27,,,
2016-03-31,3245.05,2964.8,2318.34,3396.58,2872.39,4914.71,4370.74,6416.13,3490.75,3189.81,7335.1,2832.37,2855.41,4844.64,4806.43,5908.3,3086.26,1681.59,3225.76,4808.47,2716.52,5731.63,1541.96,1549.26,5254.96,1416.59,2702.03,1708.73,,,
2016-04-29,3123.21,2954.05,2348.77,3410.33,2811.26,4913.69,4392.66,6485.88,3427.35,3157.36,7208.95,2751.59,2723.47,4768.14,4694.76,5683.15,3129.8,1617.92,3232.29,4770.81,2626.57,5672.22,1505.35,1441.27,4921.1,1347.98,2655.44,1562.95,,,
2016-05-31,3123.11,2873.03,2232.62,3464.02,2937.38,4863.73,4415.9,6576.58,3359.97,3057.78,7176.17,2688.32,2701.42,4637.41,4557.43,5525.62,3170.45,1646.93,3034.13,4555.74,2535.01,5556.74,1491.43,1413.21,5005.32,1347.81,2645.99,1487.51,,,
2016-06-30,3173.1,3023.49,2194.45,3632.25,3199.15,5090.89,4593.87,7027.74,3370.4,3233.88,7472.84,2701.31,2651.86,4670.5,4526.85,5501.59,3093.64,1638.01,3173.06,4659.09,2577.62,5956.98,1575.43,1525.33,5336.06,1332.21,2779.84,1545.7,,,
2016-07-29,3222.34,3054.05,2212.09,3681.25,3031.5,5126.16,4793.63,7411.81,3364.48,3274.94,7818.49,2771.89,2722.84,4498.01,4637.15,5494.05,3124.34,1621.06,3218.82,4761.29,2620.42,5796.67,1522.65,1556.47,5071.48,1294.75,2816.8,1551.06,,,
2016-08-31,3329.87,3177.31,2385.01,3725.25,3163.13,5179.12,4775.25,7323.66,3446.89,3416.64,8091.34,2907.68,2736.4,5042.12,4878.52,5754.45,3266.31,1711.43,3550.13,5114.2,2876.15,5984.09,1575.7,1625.74,5209.3,1357.59,2917.38,1626.93,,,
2016-09-30,3219.01,3167.91,2344.61,3548.24,3140.61,5181.88,4984.06,7078.92,3427.57,3401.65,7979.23,2872.64,2655.86,5025.19,4797.61,5802.74,3188.84,1665.49,3479.56,5252.14,2813.18,5837.99,1569.34,1507.11,5023.49,1294.92,2888.75,1501.17,,,
2016-10-31,3324.52,3261.03,2448.09,3724.38,3229.27,5329.81,5023.85,7569.06,3552.07,3489.46,8122.46,2938.07,2747.55,5006.34,4911.47,5933.89,3218.7,1719.81,3616.02,5536.09,3045.33,5992.28,1634.33,1549.35,5180.43,1312.26,2954.55,1515.25,,,
2016-11-30,3414.22,3357.22,2626.98,3847.26,3257.56,5467.47,5494.96,7718.89,3719.18,3569.71,8269.17,3014.37,2869.53,5230.68,5156.7,5895.52,3356.36,1822.8,3602.23,5778.43,3498.26,6114.77,1731.66,1584.1,5264.15,1347.64,3061.77,1539.28,,,
2016-12-30,3356.24,3313.78,2584.76,3592.85,3062.34,5228.7,5050.73,7494.14,3583.93,3408.06,7797.66,2884.92,2729.57,4871.19,5122.43,5631.73,3215.4,1680.59,3527.45,5659.98,3219.02,5879.11,1623.81,1540.67,4711.7,1207.85,2886.43,1450.14,,,
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511.21,,,
2017-01-26,3261.28,3259.06,2741.8,3691.05,3016.55,5292.28,5148.09,7569.6,3435.62,3318.47,7649.18,2862.42,2750.03,4814.98,4982.96,5547.25,3354.9,1703.2,3357.11,5666.0,3201.91,5741.62,1594.32,1633.14,4496.57,1175.15,2761.22,,,,
2017-02-28,3326.82,3366.35,2873.8,3844.11,3115.57,5454.04,5464.24,7884.14,3558.51,3492.6,7837.78,2966.79,2874.45,4930.59,5161.16,5764.52,3399.8,1713.26,3521.3,6046.08,3381.34,5937.29,1667.32,1655.42,4673.04,1196.32,2889.31,,,,
2017-03-31,3222.3,3329.23,2741.7,3766.26,3216.16,5458.92,5747.16,8209.7,3448.39,3469.67,7853.02,2963.99,2882.94,4835.04,4955.79,5846.95,3335.22,1666.21,3409.91,5988.11,3431.59,5920.61,1668.48,1655.47,4608.14,1143.86,2865.06,,,,
2017-04-28,3038.83,3163.26,2703.95,3583.43,3144.8,5269.48,5751.62,8152.96,3229.64,3239.78,7689.68,3026.34,2843.19,4818.85,4657.85,5415.85,3206.33,1659.87,3186.41,6069.55,3391.85,5606.62,1578.91,1561.37,4429.05,1079.65,2715.59,,,,
2017-05-31,2784.25,2956.86,2596.55,3300.89,3006.78,5009.34,5827.27,8222.17,3043.72,3024.66,7480.16,2888.63,2781.84,4679.42,4454.42,5050.72,3383.52,1730.31,2903.21,5589.95,3153.13,5172.2,1470.09,1305.76,4208.14,1035.16,2593.05,,,,
2017-06-30,2855.13,3102.43,2678.67,3570.2,3187.29,5315.59,6557.62,8843.7,3069.45,3135.4,7805.17,2916.72,2836.45,4834.39,4569.25,5312.52,3437.11,1809.72,3021.54,5822.44,3261.74,5355.88,1512.58,1376.61,4455.12,1059.2,2728.17,,,,
2017-07-31,2808.21,3274.85,3113.33,4304.14,3190.71,5176.56,6296.26,8938.61,2996.87,3161.98,7434.28,2792.71,2906.2,4820.2,4625.81,5161.99,3621.31,1884.57,3053.65,5991.11,3299.4,5351.6,1491.36,1351.9,4243.45,1009.39,2628.33,,,,
2017-08-31,2939.27,3282.33,3333.94,4516.13,3328.8,5211.13,6262.86,9221.25,3033.05,3223.37,7630.95,2867.92,2994.18,4830.9,4652.31,5212.45,3664.41,2005.54,3171.04,6092.69,3339.13,5481.92,1529.45,1399.7,4623.48,1043.24,2765.68,,,,
2017-09-29,2914.25,3360.53,3186.44,4574.49,3498.81,5572.81,6449.17,9862.34,3009.04,3298.28,7798.63,2825.17,2902.82,4889.36,4737.59,5489.85,3574.23,1952.03,3209.31,6147.14,3273.78,5745.42,1549.69,1431.9,4678.58,1026.51,3015.62,,,,
2017-10-31,3035.62,3292.42,3057.17,4318.03,3723.15,5532.0,7122.32,10832.41,2985.04,3253.08,8204.58,2836.99,3026.3,4921.66,4838.07,5635.12,3606.18,2010.32,3103.02,6156.62,3307.42,5703.73,1551.33,1359.49,4451.58,1001.78,2928.69,,,,
2017-11-30,2908.88,3184.27,3353.27,4078.59,3497.64,5162.14,6950.8,10474.13,2754.56,3042.87,7858.52,2701.75,2887.38,4922.45,4398.74,5328.29,3698.37,2054.33,2849.43,6184.61,3116.0,5396.4,1471.13,1307.57,4298.86,940.68,2845.09,,,,
2017-12-29,2932.64,3187.6,3095.11,4145.95,3474.91,5201.43,7224.1,11529.85,2729.21,2977.82,8075.61,2681.59,2907.87,4910.39,4425.9,5396.94,3642.39,1971.27,2770.11,6002.36,3017.66,5381.8,1458.32,1284.22,4180.95,928.83,2798.32,,,,
2018-01-31,2936.0,3205.37,3300.08,4091.91,3202.54,5021.3,7971.35,12166.64,2740.44,2995.93,7970.11,2581.15,2965.82,5579.14,4494.68,5733.43,4106.41,2081.84,2653.98,6229.67,3059.71,5107.67,1402.86,1226.08,4028.31,917.88,2595.81,,,,
