m,px1000,pe1000,px300,pe300,spread,s1_pct,m,ret1000,ret300,fwd_ret1000,fwd_ret300,diff_bm,s1,c_pct,s2,scomb,retdiv,fwd_retdiv,diff_div,a13,fwd3_ret1000,fwd3_ret300,diff_bm_3m,switch_ret
2015-08,7950.46,56.29,3366.54,11.69,1.5717831239919582,,2015-08,-0.13803444193398695,-0.11794482144260743,-0.028042402577963976,-0.04859291735728677,-0.020550514779322793,False,,False,False,-0.12942440465372018,-0.050881722589698364,-0.022839320011734388,-0.049824826921722076,0.25793853437411185,0.05936956043890751,-0.19856897393520434,-0.028042402577963976
2015-09,7727.51,54.82,3202.95,11.22,1.5863571907800895,,2015-09,-0.028042402577963976,-0.04859291735728677,0.18903372496444515,0.10338281896376778,-0.08565090600067737,False,,False,False,-0.050881722589698364,0.11827828251469419,-0.07075544244975096,0.011414907981725175,0.3735834699663927,0.16486364133064835,-0.20871982863574434,0.18903372496444515
2015-10,9188.27,63.98,3534.08,12.44,1.6376534472103386,,2015-10,0.18903372496444515,0.10338281896376778,0.08847367349892843,0.009148066823614576,-0.07932560667531385,False,,False,False,0.11827828251469419,0.053785421018691215,-0.034688252480237214,0.060712622389563986,-0.19617512328218478,-0.16637710521550153,0.02979801806668325,0.08847367349892843
2015-11,10001.19,69.65,3566.41,12.41,1.7249801010092989,,2015-11,0.08847367349892843,0.009148066823614576,0.06131170390723484,0.04615005005033068,-0.015161653856904156,False,,False,False,0.053785421018691215,0.033744846243812576,-0.027566857663422262,0.06008625736520101,-0.28171747562040117,-0.19317464901679848,0.08854282660360269,0.06131170390723484
2015-12,10614.38,75.08,3731.0,13.01,1.752835919193894,,2015-12,0.06131170390723484,0.04615005005033068,-0.30417414865493786,-0.21037523452157592,0.09379891413336194,False,,False,False,0.033744846243812576,-0.2158316134001651,0.08834253525477276,0.02995419671716104,-0.2041758444675995,-0.13747252747252747,0.06670331699507204,-0.30417414865493786
2016-01,7385.76,52.26,2946.09,10.47,1.6077172352100209,,2016-01,-0.30417414865493786,-0.21037523452157592,-0.027360759082342256,-0.023291888570953434,0.004068870511388822,False,,False,False,-0.2158316134001651,-0.010449244652231071,0.016911514430111185,-0.1403337464963319,0.12266036264379032,0.07150494384081951,-0.05115541880297081,-0.027360759082342256
2016-02,7183.68,49.88,2877.47,10.26,1.5813672810692123,,2016-02,-0.027360759082342256,-0.023291888570953434,0.17588478328656065,0.11837482232655794,-0.057509960960002715,False,,False,False,-0.010449244652231071,0.11731595101059789,-0.05856883227596277,-0.00820426311327882,0.14113657623947606,0.10150931199977764,-0.03962726423969842,0.17588478328656065
2016-03,8447.18,59.22,3218.09,11.44,1.6441433367217935,,2016-03,0.17588478328656065,0.11837482232655794,-0.018406142641686274,-0.019060995808072523,-0.0006548531663862489,False,,False,False,0.11731595101059789,-0.011085305445639793,0.007320837196046481,0.04885725682670272,0.03479504402652722,-0.01994039942947523,-0.05473544345600245,-0.018406142641686274
2016-04,8291.7,54.53,3156.75,11.32,1.5721799361629332,,2016-04,-0.018406142641686274,-0.019060995808072523,-0.011353522196895893,0.004057971014492789,0.015411493211388683,False,,False,False,-0.011085305445639793,-0.00826122422865927,0.0030922979682366236,0.004040050399596096,0.025252963807180562,0.014945751168131682,-0.01030721263904888,-0.011353522196895893
2016-05,8197.56,53.89,3169.56,11.36,1.5568465186524,,2016-05,-0.011353522196895893,0.004057971014492789,0.06630509566261189,-0.004934438849556355,-0.07123953451216825,False,,False,False,-0.00826122422865927,-0.004507737341644558,-0.07081283300425645,0.006558840165394875,0.07817204143672019,0.049921755701106685,-0.0282502857356135,0.06630509566261189
2016-06,8741.1,58.59,3153.92,11.37,1.6395857257942528,,2016-06,0.06630509566261189,-0.004934438849556355,-0.027457642630790202,0.01585645799512969,0.043314100625919894,False,,False,False,-0.004507737341644558,0.0370028351559335,0.0644604777867237,0.03524615666125985,-0.009161318369541593,0.03150365259740262,0.040664970966944214,-0.027457642630790202
2016-07,8501.09,56.59,3203.93,11.7,1.5762434493507222,,2016-07,-0.027457642630790202,0.01585645799512969,0.03967608859569771,0.038658772195397484,-0.0010173164003002277,False,,False,False,0.0370028351559335,0.038002468402880796,-0.0016736201928169159,0.0017724825028413438,0.04816088289854603,0.04130864282303315,-0.006852240075512883,0.03967608859569771
2016-08,8838.38,55.92,3327.79,12.36,1.5094566458960101,,2016-08,0.03967608859569771,0.038658772195397484,-0.02006702585767961,-0.022390234960739663,-0.0023232091030600532,False,,False,False,0.038002468402880796,-0.015374427127623491,0.004692598730056119,0.05001926348884522,0.01997311724546824,0.06316804846459667,0.04319493121912843,-0.02006702585767961
2016-09,8661.02,55.36,3253.28,12.05,1.52479265137275,,2016-09,-0.02006702585767961,-0.022390234960739663,0.028806075958720756,0.02551271332316918,-0.0032933626355515777,False,,False,False,-0.015374427127623491,0.027078874961785404,-0.001727200996935352,0.005729143812017279,-0.01964664669981131,0.01745930261151818,0.03710594931132949,0.028806075958720756
2016-10,8910.51,52.82,3336.28,12.08,1.4753387143623173,,2016-10,0.028806075958720756,0.02551271332316918,0.011716501075695884,0.06046255110482335,0.04874605002912746,False,,False,False,0.027078874961785404,0.054262815981188206,0.04254631490549232,0.038433764168972706,-0.07907964863964012,0.015490306568992862,0.09456995520863298,0.011716501075695884
2016-11,9014.91,53.73,3538.0,12.75,1.4384402331362949,,2016-11,0.011716501075695884,0.06046255110482335,-0.0581314733036713,-0.06442057659694744,-0.006289103293276144,False,,False,False,0.054262815981188206,-0.04929592376919001,0.00883554953448129,0.04612732265604458,-0.056220195209935486,-0.02407857546636516,0.03214161974357033,-0.0581314733036713
2016-12,8490.86,52.42,3310.08,12.31,1.448876257698898,,2016-12,-0.0581314733036713,-0.06442057659694744,-0.03356432681730703,0.023528132250580036,0.05709245906788707,False,,False,False,-0.04929592376919001,0.028989811246977526,0.06255413806428456,-0.032429848941348816,-0.017867448055909674,0.04409863205723141,0.06196608011314109,-0.03356432681730703
2017-01,8205.87,50.35,3387.96,12.78,1.3711171702151825,,2017-01,-0.03356432681730703,0.023528132250580036,0.03682973286196334,0.019141312176058634,-0.017688420685904704,False,,False,False,0.028989811246977526,0.028274092263586903,-0.008555640598376435,-0.03992823295285375,-0.04433289827891507,0.015286485082468548,0.059619383361383615,0.03682973286196334
2017-02,8508.09,50.23,3452.81,12.97,1.3539734594336008,,2017-02,0.03682973286196334,0.019141312176058634,-0.01985639550122298,0.0009383661423594258,0.020794761643582405,False,,False,False,0.028274092263586903,0.011350905055163896,0.031207300556386874,0.0400225911960721,-0.15225391362808816,0.011605040532204347,0.1638589541602925,-0.01985639550122298
