净值日期,每万份收益,7日年化收益率,申购状态,赎回状态
2017-09-03,1.0862,4.054,开放申购,开放赎回
2017-09-04,1.0843,4.052,开放申购,开放赎回
2017-09-05,1.0842,4.05,开放申购,开放赎回
2017-09-06,1.0823,4.049,开放申购,开放赎回
2017-09-07,1.0807,4.044,开放申购,开放赎回
2017-09-08,1.0797,4.033,开放申购,开放赎回
2017-09-09,1.0772,4.028,开放申购,开放赎回
2017-09-10,1.0771,4.023,开放申购,开放赎回
2017-09-11,1.0776,4.02,开放申购,开放赎回
2017-09-12,1.0825,4.019,开放申购,开放赎回
2017-09-13,1.0767,4.016,开放申购,开放赎回
2017-09-14,1.0694,4.01,开放申购,开放赎回
2017-09-15,1.0775,4.009,开放申购,开放赎回
2017-09-16,1.0674,4.003,开放申购,开放赎回
2017-09-17,1.0653,3.997,开放申购,开放赎回
2017-09-18,1.0745,3.995,开放申购,开放赎回
2017-09-19,1.0628,3.985,开放申购,开放赎回
2017-09-20,1.0616,3.976,开放申购,开放赎回
2017-09-21,1.059,3.971,开放申购,开放赎回
2017-09-22,1.0546,3.958,开放申购,开放赎回
2017-09-23,1.0544,3.951,开放申购,开放赎回
2017-09-24,1.0543,3.945,开放申购,开放赎回
2017-09-25,1.053,3.934,开放申购,开放赎回
2017-09-26,1.0454,3.924,开放申购,开放赎回
2017-09-27,1.0513,3.919,开放申购,开放赎回
2017-09-28,1.0567,3.917,开放申购,开放赎回
2017-09-29,1.054,3.917,开放申购,开放赎回
2017-09-30,1.0545,3.917,开放申购,开放赎回
2017-10-01,1.0544,3.917,开放申购,开放赎回
2017-10-02,1.0542,3.918,开放申购,开放赎回
2017-10-03,1.0541,3.922,开放申购,开放赎回
2017-10-04,1.054,3.924,开放申购,开放赎回
2017-10-05,1.0538,3.922,开放申购,开放赎回
2017-10-06,1.0537,3.922,开放申购,开放赎回
2017-10-07,1.0536,3.922,开放申购,开放赎回
2017-10-08,1.0535,3.921,开放申购,开放赎回
2017-10-09,1.0607,3.925,开放申购,开放赎回
2017-10-10,1.0739,3.936,开放申购,开放赎回
2017-10-11,1.054,3.936,开放申购,开放赎回
2017-10-12,1.0461,3.931,开放申购,开放赎回
2017-10-13,1.0486,3.929,开放申购,开放赎回
2017-10-14,1.0445,3.924,开放申购,开放赎回
2017-10-15,1.0444,3.919,开放申购,开放赎回
2017-10-16,1.0518,3.914,开放申购,开放赎回
2017-10-17,1.0503,3.901,开放申购,开放赎回
2017-10-18,1.0523,3.9,开放申购,开放赎回
2017-10-19,1.0421,3.898,开放申购,开放赎回
2017-10-20,1.054,3.901,开放申购,开放赎回
2017-10-21,1.0414,3.899,开放申购,开放赎回
2017-10-22,1.0413,3.898,开放申购,开放赎回
2017-10-23,1.0421,3.892,开放申购,开放赎回
2017-10-24,1.0432,3.888,开放申购,开放赎回
2017-10-25,1.0418,3.883,开放申购,开放赎回
2017-10-26,1.0421,3.883,开放申购,开放赎回
2017-10-27,1.0432,3.877,开放申购,开放赎回
2017-10-28,1.0429,3.878,开放申购,开放赎回
2017-10-29,1.0428,3.879,开放申购,开放赎回
2017-10-30,1.0469,3.881,开放申购,开放赎回
2017-10-31,1.053,3.886,开放申购,开放赎回
2017-11-01,1.049,3.89,开放申购,开放赎回
2017-11-02,1.0394,3.889,开放申购,开放赎回
2017-11-03,1.0447,3.89,开放申购,开放赎回
2017-11-04,1.042,3.889,开放申购,开放赎回
2017-11-05,1.0419,3.889,开放申购,开放赎回
2017-11-06,1.0426,3.886,开放申购,开放赎回
2017-11-07,1.0407,3.88,开放申购,开放赎回
2017-11-08,1.0378,3.874,开放申购,开放赎回
2017-11-09,1.0367,3.872,开放申购,开放赎回
2017-11-10,1.0474,3.874,开放申购,开放赎回
2017-11-11,1.0411,3.873,开放申购,开放赎回
2017-11-12,1.041,3.873,开放申购,开放赎回
2017-11-13,1.0482,3.876,开放申购,开放赎回
2017-11-14,1.0476,3.879,开放申购,开放赎回
2017-11-15,1.0488,3.885,开放申购,开放赎回
2017-11-16,1.0428,3.889,开放申购,开放赎回
2017-11-17,1.0585,3.895,开放申购,开放赎回
2017-11-18,1.0498,3.899,开放申购,开放赎回
2017-11-19,1.0496,3.904,开放申购,开放赎回
2017-11-20,1.053,3.907,开放申购,开放赎回
2017-11-21,1.0649,3.916,开放申购,开放赎回
2017-11-22,1.0581,3.921,开放申购,开放赎回
2017-11-23,1.0604,3.931,开放申购,开放赎回
2017-11-24,1.0648,3.934,开放申购,开放赎回
2017-11-25,1.0646,3.942,开放申购,开放赎回
2017-11-26,1.0645,3.95,开放申购,开放赎回
2017-11-27,1.0734,3.961,开放申购,开放赎回
2017-11-28,1.0658,3.962,开放申购,开放赎回
2017-11-29,1.0719,3.969,开放申购,开放赎回
2017-11-30,1.0736,3.976,开放申购,开放赎回
2017-12-01,1.0739,3.981,开放申购,开放赎回
2017-12-02,1.0734,3.986,开放申购,开放赎回
2017-12-03,1.0733,3.991,开放申购,开放赎回
2017-12-04,1.0766,3.993,开放申购,开放赎回
2017-12-05,1.0671,3.993,开放申购,开放赎回
2017-12-06,1.0651,3.99,开放申购,开放赎回
2017-12-07,1.0607,3.983,开放申购,开放赎回
2017-12-08,1.048,3.969,开放申购,开放赎回
2017-12-09,1.0477,3.955,开放申购,开放赎回
2017-12-10,1.0476,3.941,开放申购,开放赎回
2017-12-11,1.0611,3.932,开放申购,开放赎回
2017-12-12,1.0725,3.935,开放申购,开放赎回
2017-12-13,1.0857,3.946,开放申购,开放赎回
2017-12-14,1.0926,3.964,开放申购,开放赎回
2017-12-15,1.0954,3.989,开放申购,开放赎回
2017-12-16,1.0952,4.015,开放申购,开放赎回
2017-12-17,1.0951,4.041,开放申购,开放赎回
2017-12-18,1.1009,4.062,开放申购,开放赎回
2017-12-19,1.1062,4.081,开放申购,开放赎回
2017-12-20,1.1104,4.094,开放申购,开放赎回
2017-12-21,1.113,4.105,开放申购,开放赎回
2017-12-22,1.117,4.117,开放申购,开放赎回
2017-12-23,1.1171,4.129,开放申购,开放赎回
2017-12-24,1.1169,4.141,开放申购,开放赎回
2017-12-25,1.1101,4.146,开放申购,开放赎回
2017-12-26,1.1303,4.159,开放申购,开放赎回
2017-12-27,1.1448,4.177,开放申购,开放赎回
2017-12-28,1.1726,4.21,开放申购,开放赎回
2017-12-29,1.1894,4.249,开放申购,开放赎回
2017-12-30,1.1897,4.289,开放申购,开放赎回
2017-12-31,1.1896,4.328,开放申购,开放赎回
2018-01-01,1.1894,4.371,开放申购,开放赎回
2018-01-02,1.1725,4.394,开放申购,开放赎回
2018-01-03,1.1396,4.391,开放申购,开放赎回
2018-01-04,1.13,4.368,开放申购,开放赎回
2018-01-05,1.1249,4.333,开放申购,开放赎回
2018-01-06,1.121,4.296,开放申购,开放赎回
2018-01-07,1.1208,4.258,开放申购,开放赎回
2018-01-08,1.1266,4.224,开放申购,开放赎回
2018-01-09,1.127,4.2,开放申购,开放赎回
2018-01-10,1.1239,4.191,开放申购,开放赎回
2018-01-11,1.1208,4.186,开放申购,开放赎回
2018-01-12,1.1183,4.182,开放申购,开放赎回
2018-01-13,1.1168,4.18,开放申购,开放赎回
2018-01-14,1.1154,4.177,开放申购,开放赎回
2018-01-15,1.1143,4.171,开放申购,开放赎回
2018-01-16,1.1109,4.162,开放申购,开放赎回
2018-01-17,1.1115,4.155,开放申购,开放赎回
2018-01-18,1.1102,4.149,开放申购,开放赎回
2018-01-19,1.1123,4.146,开放申购,开放赎回
2018-01-20,1.1115,4.143,开放申购,开放赎回
2018-01-21,1.1114,4.141,开放申购,开放赎回
2018-01-22,1.1021,4.134,开放申购,开放赎回
2018-01-23,1.0751,4.115,开放申购,开放赎回
2018-01-24,1.0592,4.087,开放申购,开放赎回
2018-01-25,1.0451,4.051,开放申购,开放赎回
2018-01-26,1.0454,4.015,开放申购,开放赎回
2018-01-27,1.0423,3.977,开放申购,开放赎回
2018-01-28,1.0422,3.94,开放申购,开放赎回
2018-01-29,1.0531,3.913,开放申购,开放赎回
2018-01-30,1.0601,3.905,开放申购,开放赎回
2018-01-31,1.0758,3.914,开放申购,开放赎回
2018-02-01,1.069,3.927,开放申购,开放赎回
2018-02-02,1.0761,3.944,开放申购,开放赎回
2018-02-03,1.0766,3.962,开放申购,开放赎回
2018-02-04,1.0765,3.981,开放申购,开放赎回
2018-02-05,1.0788,3.995,开放申购,开放赎回
2018-02-06,1.0908,4.012,开放申购,开放赎回
2018-02-07,1.0957,4.022,开放申购,开放赎回
2018-02-08,1.097,4.038,开放申购,开放赎回
2018-02-09,1.1001,4.051,开放申购,开放赎回
2018-02-10,1.0998,4.063,开放申购,开放赎回
2018-02-11,1.0996,4.076,开放申购,开放赎回
2018-02-12,1.093,4.083,开放申购,开放赎回
2018-02-13,1.0922,4.084,开放申购,开放赎回
2018-02-14,1.0864,4.079,开放申购,开放赎回
2018-02-15,1.0863,4.073,开放申购,开放赎回
2018-02-16,1.0861,4.066,开放申购,开放赎回
2018-02-17,1.086,4.058,开放申购,开放赎回
2018-02-18,1.0859,4.051,开放申购,开放赎回
2018-02-19,1.0857,4.047,开放申购,开放赎回
2018-02-20,1.0856,4.043,开放申购,开放赎回
2018-02-21,1.0855,4.043,开放申购,开放赎回
2018-02-22,1.0944,4.047,开放申购,开放赎回
2018-02-23,1.1063,4.058,开放申购,开放赎回
2018-02-24,1.1061,4.069,开放申购,开放赎回
2018-02-25,1.1059,4.08,开放申购,开放赎回
2018-02-26,1.1108,4.094,开放申购,开放赎回
2018-02-27,1.1141,4.109,开放申购,开放赎回
2018-02-28,1.1167,4.126,开放申购,开放赎回
2018-03-01,1.1136,4.136,开放申购,开放赎回
2018-03-02,1.1125,4.14,开放申购,开放赎回
2018-03-03,1.1125,4.143,开放申购,开放赎回
2018-03-04,1.1123,4.147,开放申购,开放赎回
2018-03-05,1.1111,4.147,开放申购,开放赎回
2018-03-06,1.1117,4.146,开放申购,开放赎回
2018-03-07,1.1104,4.142,开放申购,开放赎回
2018-03-08,1.1131,4.142,开放申购,开放赎回
2018-03-09,1.1131,4.142,开放申购,开放赎回
2018-03-10,1.1088,4.14,开放申购,开放赎回
2018-03-11,1.108,4.138,开放申购,开放赎回
2018-03-12,1.1163,4.141,开放申购,开放赎回
2018-03-13,1.1144,4.142,开放申购,开放赎回
2018-03-14,1.1136,4.144,开放申购,开放赎回
2018-03-15,1.1144,4.145,开放申购,开放赎回
2018-03-16,1.1192,4.148,开放申购,开放赎回
2018-03-17,1.1189,4.153,开放申购,开放赎回
2018-03-18,1.1188,4.159,开放申购,开放赎回
2018-03-19,1.1272,4.165,开放申购,开放赎回
2018-03-20,1.1285,4.173,开放申购,开放赎回
2018-03-21,1.1291,4.181,开放申购,开放赎回
2018-03-22,1.128,4.189,开放申购,开放赎回
2018-03-23,1.1268,4.193,开放申购,开放赎回
2018-03-24,1.1245,4.196,开放申购,开放赎回
2018-03-25,1.1241,4.199,开放申购,开放赎回
2018-03-26,1.1313,4.201,开放申购,开放赎回
2018-03-27,1.1229,4.198,开放申购,开放赎回
2018-03-28,1.1212,4.194,开放申购,开放赎回
2018-03-29,1.1208,4.19,开放申购,开放赎回
2018-03-30,1.1143,4.183,开放申购,开放赎回
2018-03-31,1.1147,4.178,开放申购,开放赎回
2018-04-01,1.1145,4.172,开放申购,开放赎回
2018-04-02,1.1191,4.166,开放申购,开放赎回
2018-04-03,1.1104,4.159,开放申购,开放赎回
2018-04-04,1.1059,4.151,开放申购,开放赎回
2018-04-05,1.1053,4.142,开放申购,开放赎回
2018-04-06,1.1051,4.137,开放申购,开放赎回
2018-04-07,1.105,4.132,开放申购,开放赎回
2018-04-08,1.1107,4.13,开放申购,开放赎回
2018-04-09,1.1006,4.12,开放申购,开放赎回
2018-04-10,1.0916,4.11,开放申购,开放赎回
2018-04-11,1.0908,4.101,开放申购,开放赎回
2018-04-12,1.0929,4.095,开放申购,开放赎回
2018-04-13,1.0863,4.084,开放申购,开放赎回
2018-04-14,1.085,4.074,开放申购,开放赎回
2018-04-15,1.0849,4.06,开放申购,开放赎回
2018-04-16,1.0801,4.048,开放申购,开放赎回
2018-04-17,1.0774,4.041,开放申购,开放赎回
2018-04-18,1.0781,4.034,开放申购,开放赎回
2018-04-19,1.0708,4.022,开放申购,开放赎回
2018-04-20,1.0701,4.013,开放申购,开放赎回
2018-04-21,1.0662,4.003,开放申购,开放赎回
2018-04-22,1.0651,3.992,开放申购,开放赎回
2018-04-23,1.0902,3.998,开放申购,开放赎回
2018-04-24,1.0652,3.991,开放申购,开放赎回
2018-04-25,1.0733,3.988,开放申购,开放赎回
2018-04-26,1.0656,3.986,开放申购,开放赎回
2018-04-27,1.0655,3.983,开放申购,开放赎回
2018-04-28,1.0659,3.983,开放申购,开放赎回
2018-04-29,1.0658,3.983,开放申购,开放赎回
2018-04-30,1.0657,3.97,开放申购,开放赎回
2018-05-01,1.0655,3.97,开放申购,开放赎回
2018-05-02,1.0609,3.964,开放申购,开放赎回
2018-05-03,1.057,3.959,开放申购,开放赎回
2018-05-04,1.0622,3.957,开放申购,开放赎回
2018-05-05,1.0444,3.945,开放申购,开放赎回
2018-05-06,1.0443,3.934,开放申购,开放赎回
2018-05-07,1.0319,3.915,开放申购,开放赎回
2018-05-08,1.0299,3.896,开放申购,开放赎回
2018-05-09,1.0221,3.875,开放申购,开放赎回
2018-05-10,1.0176,3.854,开放申购,开放赎回
2018-05-11,1.0171,3.829,开放申购,开放赎回
2018-05-12,1.0166,3.814,开放申购,开放赎回
2018-05-13,1.0153,3.799,开放申购,开放赎回
2018-05-14,1.0098,3.787,开放申购,开放赎回
2018-05-15,1.0184,3.78,开放申购,开放赎回
2018-05-16,1.0054,3.771,开放申购,开放赎回
2018-05-17,0.9994,3.762,开放申购,开放赎回
2018-05-18,1.0195,3.763,开放申购,开放赎回
2018-05-19,0.998,3.753,开放申购,开放赎回
2018-05-20,0.9969,3.743,开放申购,开放赎回
2018-05-21,0.999,3.737,开放申购,开放赎回
2018-05-22,1.002,3.728,开放申购,开放赎回
2018-05-23,0.9967,3.723,开放申购,开放赎回
2018-05-24,0.9986,3.723,开放申购,开放赎回
2018-05-25,0.9982,3.712,开放申购,开放赎回
2018-05-26,0.9989,3.712,开放申购,开放赎回
2018-05-27,0.9988,3.713,开放申购,开放赎回
2018-05-28,1.0034,3.715,开放申购,开放赎回
2018-05-29,1.0108,3.72,开放申购,开放赎回
2018-05-30,1.009,3.727,开放申购,开放赎回
2018-05-31,1.0217,3.739,开放申购,开放赎回
2018-06-01,1.0065,3.744,开放申购,开放赎回
2018-06-02,1.0075,3.748,开放申购,开放赎回
2018-06-03,1.0073,3.753,开放申购,开放赎回
2018-06-04,1.0106,3.757,开放申购,开放赎回
2018-06-05,1.0058,3.754,开放申购,开放赎回
2018-06-06,0.9998,3.749,开放申购,开放赎回
2018-06-07,0.9942,3.734,开放申购,开放赎回
2018-06-08,1.0056,3.734,开放申购,开放赎回
2018-06-09,1.0055,3.733,开放申购,开放赎回
2018-06-10,1.0051,3.732,开放申购,开放赎回
2018-06-11,1.0103,3.731,开放申购,开放赎回
2018-06-12,1.0188,3.738,开放申购,开放赎回
2018-06-13,1.019,3.749,开放申购,开放赎回
2018-06-14,1.019,3.762,开放申购,开放赎回
2018-06-15,1.0156,3.768,开放申购,开放赎回
2018-06-16,1.0155,3.773,开放申购,开放赎回
2018-06-17,1.015,3.778,开放申购,开放赎回
2018-06-18,1.0125,3.78,开放申购,开放赎回
2018-06-19,1.0197,3.78,开放申购,开放赎回
2018-06-20,1.0165,3.779,开放申购,开放赎回
2018-06-21,1.0107,3.774,开放申购,开放赎回
2018-06-22,1.0057,3.769,开放申购,开放赎回
2018-06-23,1.0073,3.765,开放申购,开放赎回
2018-06-24,1.0064,3.76,开放申购,开放赎回
2018-06-25,1.0161,3.762,开放申购,开放赎回
2018-06-26,1.0037,3.753,开放申购,开放赎回
2018-06-27,1.0049,3.747,开放申购,开放赎回
2018-06-28,1.0002,3.741,开放申购,开放赎回
2018-06-29,1.0063,3.742,开放申购,开放赎回
2018-06-30,1.0003,3.738,开放申购,开放赎回
2018-07-01,1.0002,3.734,开放申购,开放赎回
2018-07-02,0.9939,3.722,开放申购,开放赎回
2018-07-03,0.9866,3.713,开放申购,开放赎回
2018-07-04,0.9798,3.7,开放申购,开放赎回
2018-07-05,0.9723,3.684,开放申购,开放赎回
2018-07-06,0.9663,3.663,开放申购,开放赎回
2018-07-07,0.9662,3.644,开放申购,开放赎回
2018-07-08,0.9652,3.626,开放申购,开放赎回
2018-07-09,0.9503,3.602,开放申购,开放赎回
2018-07-10,0.953,3.584,开放申购,开放赎回
2018-07-11,0.951,3.568,开放申购,开放赎回
2018-07-12,0.9503,3.556,开放申购,开放赎回
2018-07-13,0.9481,3.547,开放申购,开放赎回
2018-07-14,0.948,3.537,开放申购,开放赎回
2018-07-15,0.9475,3.527,开放申购,开放赎回
2018-07-16,0.9502,3.527,开放申购,开放赎回
2018-07-17,0.9478,3.524,开放申购,开放赎回
2018-07-18,0.9383,3.517,开放申购,开放赎回
2018-07-19,0.9342,3.509,开放申购,开放赎回
2018-07-20,0.9359,3.502,开放申购,开放赎回
2018-07-21,0.9313,3.493,开放申购,开放赎回
2018-07-22,0.931,3.484,开放申购,开放赎回
2018-07-23,0.9293,3.473,开放申购,开放赎回
2018-07-24,0.9405,3.469,开放申购,开放赎回
2018-07-25,0.928,3.464,开放申购,开放赎回
2018-07-26,0.9252,3.459,开放申购,开放赎回
2018-07-27,0.9233,3.452,开放申购,开放赎回
2018-07-28,0.9233,3.448,开放申购,开放赎回
2018-07-29,0.9232,3.443,开放申购,开放赎回
2018-07-30,0.9382,3.448,开放申购,开放赎回
2018-07-31,0.9161,3.435,开放申购,开放赎回
2018-08-01,0.9154,3.428,开放申购,开放赎回
2018-08-02,0.9122,3.421,开放申购,开放赎回
2018-08-03,0.9076,3.413,开放申购,开放赎回
2018-08-04,0.9077,3.404,开放申购,开放赎回
2018-08-05,0.9068,3.395,开放申购,开放赎回
2018-08-06,0.9037,3.377,开放申购,开放赎回
2018-08-07,0.8995,3.368,开放申购,开放赎回
2018-08-08,0.9008,3.36,开放申购,开放赎回
2018-08-09,0.8973,3.352,开放申购,开放赎回
2018-08-10,0.8927,3.344,开放申购,开放赎回
2018-08-11,0.8931,3.336,开放申购,开放赎回
2018-08-12,0.8928,3.329,开放申购,开放赎回
2018-08-13,0.907,3.33,开放申购,开放赎回
2018-08-14,0.8887,3.325,开放申购,开放赎回
2018-08-15,0.8828,3.315,开放申购,开放赎回
2018-08-16,0.8801,3.306,开放申购,开放赎回
2018-08-17,0.8768,3.297,开放申购,开放赎回
2018-08-18,0.8763,3.288,开放申购,开放赎回
2018-08-19,0.8762,3.279,开放申购,开放赎回
2018-08-20,0.8705,3.259,开放申购,开放赎回
2018-08-21,0.8682,3.248,开放申购,开放赎回
2018-08-22,0.8666,3.24,开放申购,开放赎回
2018-08-23,0.8644,3.231,开放申购,开放赎回
2018-08-24,0.8639,3.224,开放申购,开放赎回
2018-08-25,0.8636,3.217,开放申购,开放赎回
2018-08-26,0.8631,3.21,开放申购,开放赎回
2018-08-27,0.8621,3.206,开放申购,开放赎回
2018-08-28,0.8628,3.203,开放申购,开放赎回
2018-08-29,0.8634,3.201,开放申购,开放赎回
2018-08-30,0.86,3.199,开放申购,开放赎回
2018-08-31,0.8659,3.2,开放申购,开放赎回
2018-09-01,0.8589,3.197,开放申购,开放赎回
2018-09-02,0.8589,3.195,开放申购,开放赎回
2018-09-03,0.8508,3.189,开放申购,开放赎回
2018-09-04,0.8506,3.182,开放申购,开放赎回
2018-09-05,0.8438,3.172,开放申购,开放赎回
2018-09-06,0.8396,3.161,开放申购,开放赎回
2018-09-07,0.8351,3.144,开放申购,开放赎回
2018-09-08,0.8349,3.131,开放申购,开放赎回
2018-09-09,0.8345,3.118,开放申购,开放赎回
2018-09-10,0.825,3.104,开放申购,开放赎回
2018-09-11,0.8227,3.089,开放申购,开放赎回
2018-09-12,0.8172,3.075,开放申购,开放赎回
2018-09-13,0.8126,3.061,开放申购,开放赎回
2018-09-14,0.803,3.043,开放申购,开放赎回
2018-09-15,0.8014,3.025,开放申购,开放赎回
2018-09-16,0.8006,3.007,开放申购,开放赎回
2018-09-17,0.7968,2.992,开放申购,开放赎回
2018-09-18,0.7956,2.978,开放申购,开放赎回
2018-09-19,0.7877,2.962,开放申购,开放赎回
2018-09-20,0.7803,2.944,开放申购,开放赎回
2018-09-21,0.7728,2.928,开放申购,开放赎回
2018-09-22,0.7728,2.913,开放申购,开放赎回
2018-09-23,0.7721,2.898,开放申购,开放赎回
