净值日期,每万份收益,7日年化收益率,申购状态,赎回状态
2016-04-03,0.6725,2.477,开放申购,开放赎回
2016-04-04,0.6723,2.473,开放申购,开放赎回
2016-04-05,0.7008,2.489,开放申购,开放赎回
2016-04-06,0.6677,2.487,开放申购,开放赎回
2016-04-07,0.6817,2.489,开放申购,开放赎回
2016-04-08,0.6862,2.51,开放申购,开放赎回
2016-04-09,0.669,2.508,开放申购,开放赎回
2016-04-10,0.6663,2.504,开放申购,开放赎回
2016-04-11,0.6829,2.51,开放申购,开放赎回
2016-04-12,0.6769,2.497,开放申购,开放赎回
2016-04-13,0.6642,2.495,开放申购,开放赎回
2016-04-14,0.6632,2.486,开放申购,开放赎回
2016-04-15,0.6996,2.493,开放申购,开放赎回
2016-04-16,0.6612,2.489,开放申购,开放赎回
2016-04-17,0.661,2.486,开放申购,开放赎回
2016-04-18,0.6836,2.486,开放申购,开放赎回
2016-04-19,0.6637,2.479,开放申购,开放赎回
2016-04-20,0.6588,2.476,开放申购,开放赎回
2016-04-21,0.6684,2.479,开放申购,开放赎回
2016-04-22,0.6614,2.459,开放申购,开放赎回
2016-04-23,0.6559,2.456,开放申购,开放赎回
2016-04-24,0.6556,2.453,开放申购,开放赎回
2016-04-25,0.6982,2.461,开放申购,开放赎回
2016-04-26,0.6568,2.457,开放申购,开放赎回
2016-04-27,0.6771,2.467,开放申购,开放赎回
2016-04-28,0.6575,2.461,开放申购,开放赎回
2016-04-29,0.6651,2.463,开放申购,开放赎回
2016-04-30,0.6551,2.462,开放申购,开放赎回
2016-05-01,0.655,2.462,开放申购,开放赎回
2016-05-02,0.6549,2.439,开放申购,开放赎回
2016-05-03,0.6704,2.446,开放申购,开放赎回
2016-05-04,0.6567,2.435,开放申购,开放赎回
2016-05-05,0.6556,2.434,开放申购,开放赎回
2016-05-06,0.6547,2.429,开放申购,开放赎回
2016-05-07,0.6558,2.429,开放申购,开放赎回
2016-05-08,0.6557,2.43,开放申购,开放赎回
2016-05-09,0.6635,2.434,开放申购,开放赎回
2016-05-10,0.6535,2.425,开放申购,开放赎回
2016-05-11,0.6572,2.425,开放申购,开放赎回
2016-05-12,0.6534,2.424,开放申购,开放赎回
2016-05-13,0.6783,2.437,开放申购,开放赎回
2016-05-14,0.6528,2.435,开放申购,开放赎回
2016-05-15,0.6526,2.434,开放申购,开放赎回
2016-05-16,0.6755,2.44,开放申购,开放赎回
2016-05-17,0.661,2.444,开放申购,开放赎回
2016-05-18,0.6758,2.454,开放申购,开放赎回
2016-05-19,0.6553,2.455,开放申购,开放赎回
2016-05-20,0.656,2.443,开放申购,开放赎回
2016-05-21,0.6549,2.444,开放申购,开放赎回
2016-05-22,0.6526,2.444,开放申购,开放赎回
2016-05-23,0.6631,2.437,开放申购,开放赎回
2016-05-24,0.6694,2.442,开放申购,开放赎回
2016-05-25,0.6566,2.432,开放申购,开放赎回
2016-05-26,0.6576,2.433,开放申购,开放赎回
2016-05-27,0.6581,2.434,开放申购,开放赎回
2016-05-28,0.6593,2.436,开放申购,开放赎回
2016-05-29,0.6583,2.439,开放申购,开放赎回
2016-05-30,0.6614,2.439,开放申购,开放赎回
2016-05-31,0.6597,2.433,开放申购,开放赎回
2016-06-01,0.6616,2.436,开放申购,开放赎回
2016-06-02,0.6622,2.438,开放申购,开放赎回
2016-06-03,0.6607,2.44,开放申购,开放赎回
2016-06-04,0.6599,2.44,开放申购,开放赎回
2016-06-05,0.6599,2.441,开放申购,开放赎回
2016-06-06,0.6753,2.448,开放申购,开放赎回
2016-06-07,0.66,2.449,开放申购,开放赎回
2016-06-08,0.661,2.448,开放申购,开放赎回
2016-06-09,0.6606,2.447,开放申购,开放赎回
2016-06-10,0.6605,2.447,开放申购,开放赎回
2016-06-11,0.6605,2.448,开放申购,开放赎回
2016-06-12,0.7181,2.479,开放申购,开放赎回
2016-06-13,0.6746,2.478,开放申购,开放赎回
2016-06-14,0.6625,2.48,开放申购,开放赎回
2016-06-15,0.6654,2.482,开放申购,开放赎回
2016-06-16,0.6648,2.484,开放申购,开放赎回
2016-06-17,0.6635,2.486,开放申购,开放赎回
2016-06-18,0.6605,2.486,开放申购,开放赎回
2016-06-19,0.66,2.455,开放申购,开放赎回
2016-06-20,0.67,2.452,开放申购,开放赎回
2016-06-21,0.6591,2.451,开放申购,开放赎回
2016-06-22,0.6593,2.447,开放申购,开放赎回
2016-06-23,0.6591,2.444,开放申购,开放赎回
2016-06-24,0.6596,2.442,开放申购,开放赎回
2016-06-25,0.6594,2.442,开放申购,开放赎回
2016-06-26,0.6593,2.441,开放申购,开放赎回
2016-06-27,0.6611,2.437,开放申购,开放赎回
2016-06-28,0.6597,2.437,开放申购,开放赎回
2016-06-29,0.6599,2.437,开放申购,开放赎回
2016-06-30,0.6549,2.435,开放申购,开放赎回
2016-07-01,0.6534,2.432,开放申购,开放赎回
2016-07-02,0.6562,2.43,开放申购,开放赎回
2016-07-03,0.6562,2.428,开放申购,开放赎回
2016-07-04,0.6577,2.426,开放申购,开放赎回
2016-07-05,0.6582,2.426,开放申购,开放赎回
2016-07-06,0.6744,2.433,开放申购,开放赎回
2016-07-07,0.6656,2.439,开放申购,开放赎回
2016-07-08,0.6594,2.442,开放申购,开放赎回
2016-07-09,0.6549,2.442,开放申购,开放赎回
2016-07-10,0.6549,2.441,开放申购,开放赎回
2016-07-11,0.654,2.439,开放申购,开放赎回
2016-07-12,0.6535,2.436,开放申购,开放赎回
2016-07-13,0.6623,2.43,开放申购,开放赎回
2016-07-14,0.6543,2.424,开放申购,开放赎回
2016-07-15,0.6922,2.441,开放申购,开放赎回
2016-07-16,0.6511,2.439,开放申购,开放赎回
2016-07-17,0.6499,2.437,开放申购,开放赎回
2016-07-18,0.6564,2.438,开放申购,开放赎回
2016-07-19,0.6498,2.436,开放申购,开放赎回
2016-07-20,0.6479,2.428,开放申购,开放赎回
2016-07-21,0.6464,2.424,开放申购,开放赎回
2016-07-22,0.6481,2.401,开放申购,开放赎回
2016-07-23,0.6437,2.397,开放申购,开放赎回
2016-07-24,0.6436,2.393,开放申购,开放赎回
2016-07-25,0.6461,2.388,开放申购,开放赎回
2016-07-26,0.6434,2.384,开放申购,开放赎回
2016-07-27,0.6369,2.378,开放申购,开放赎回
2016-07-28,0.6409,2.376,开放申购,开放赎回
2016-07-29,0.6419,2.372,开放申购,开放赎回
2016-07-30,0.6418,2.371,开放申购,开放赎回
2016-07-31,0.6418,2.37,开放申购,开放赎回
2016-08-01,0.6412,2.368,开放申购,开放赎回
2016-08-02,0.6422,2.367,开放申购,开放赎回
2016-08-03,0.6508,2.374,开放申购,开放赎回
2016-08-04,0.6429,2.375,开放申购,开放赎回
2016-08-05,0.6396,2.374,开放申购,开放赎回
2016-08-06,0.6393,2.373,开放申购,开放赎回
2016-08-07,0.6392,2.372,开放申购,开放赎回
2016-08-08,0.6413,2.372,开放申购,开放赎回
2016-08-09,0.6411,2.371,开放申购,开放赎回
2016-08-10,0.6377,2.364,开放申购,开放赎回
2016-08-11,0.6381,2.361,开放申购,开放赎回
2016-08-12,0.6407,2.362,开放申购,开放赎回
2016-08-13,0.637,2.361,开放申购,开放赎回
2016-08-14,0.6318,2.357,开放申购,开放赎回
2016-08-15,0.6452,2.359,开放申购,开放赎回
2016-08-16,0.6593,2.369,开放申购,开放赎回
2016-08-17,0.6336,2.366,开放申购,开放赎回
2016-08-18,0.6385,2.367,开放申购,开放赎回
2016-08-19,0.6345,2.363,开放申购,开放赎回
2016-08-20,0.6313,2.36,开放申购,开放赎回
2016-08-21,0.6291,2.359,开放申购,开放赎回
2016-08-22,0.63,2.351,开放申购,开放赎回
2016-08-23,0.666,2.354,开放申购,开放赎回
2016-08-24,0.6302,2.353,开放申购,开放赎回
2016-08-25,0.6299,2.348,开放申购,开放赎回
2016-08-26,0.6291,2.345,开放申购,开放赎回
2016-08-27,0.6291,2.344,开放申购,开放赎回
2016-08-28,0.629,2.344,开放申购,开放赎回
2016-08-29,0.6267,2.342,开放申购,开放赎回
2016-08-30,0.6264,2.321,开放申购,开放赎回
2016-08-31,0.6239,2.318,开放申购,开放赎回
2016-09-01,0.622,2.313,开放申购,开放赎回
2016-09-02,0.6452,2.322,开放申购,开放赎回
2016-09-03,0.6264,2.321,开放申购,开放赎回
2016-09-04,0.6264,2.319,开放申购,开放赎回
2016-09-05,0.6529,2.333,开放申购,开放赎回
2016-09-06,0.6194,2.329,开放申购,开放赎回
2016-09-07,0.6162,2.325,开放申购,开放赎回
2016-09-08,0.6304,2.33,开放申购,开放赎回
2016-09-09,0.6216,2.317,开放申购,开放赎回
2016-09-10,0.6111,2.309,开放申购,开放赎回
2016-09-11,0.611,2.301,开放申购,开放赎回
2016-09-12,0.6428,2.295,开放申购,开放赎回
2016-09-13,0.6386,2.306,开放申购,开放赎回
2016-09-14,0.6409,2.319,开放申购,开放赎回
2016-09-15,0.6303,2.319,开放申购,开放赎回
2016-09-16,0.6312,2.324,开放申购,开放赎回
2016-09-17,0.6316,2.335,开放申购,开放赎回
2016-09-18,0.7074,2.386,开放申购,开放赎回
2016-09-19,0.6501,2.39,开放申购,开放赎回
2016-09-20,0.6364,2.389,开放申购,开放赎回
2016-09-21,0.6406,2.389,开放申购,开放赎回
2016-09-22,0.6415,2.395,开放申购,开放赎回
2016-09-23,0.6464,2.403,开放申购,开放赎回
2016-09-24,0.6406,2.408,开放申购,开放赎回
2016-09-25,0.6408,2.372,开放申购,开放赎回
2016-09-26,0.6451,2.37,开放申购,开放赎回
2016-09-27,0.6363,2.369,开放申购,开放赎回
2016-09-28,0.6366,2.367,开放申购,开放赎回
2016-09-29,0.6389,2.366,开放申购,开放赎回
2016-09-30,0.635,2.36,开放申购,开放赎回
2016-10-01,0.6357,2.357,开放申购,开放赎回
2016-10-02,0.6356,2.354,开放申购,开放赎回
2016-10-03,0.6344,2.349,开放申购,开放赎回
2016-10-04,0.6344,2.348,开放申购,开放赎回
2016-10-05,0.6343,2.347,开放申购,开放赎回
2016-10-06,0.6343,2.344,开放申购,开放赎回
2016-10-07,0.6342,2.344,开放申购,开放赎回
2016-10-08,0.636,2.344,开放申购,开放赎回
2016-10-09,0.6345,2.343,开放申购,开放赎回
2016-10-10,0.6345,2.343,开放申购,开放赎回
2016-10-11,0.6383,2.345,开放申购,开放赎回
2016-10-12,0.6347,2.346,开放申购,开放赎回
2016-10-13,0.6427,2.35,开放申购,开放赎回
2016-10-14,0.6435,2.355,开放申购,开放赎回
2016-10-15,0.6374,2.356,开放申购,开放赎回
2016-10-16,0.6373,2.357,开放申购,开放赎回
2016-10-17,0.6379,2.359,开放申购,开放赎回
2016-10-18,0.642,2.361,开放申购,开放赎回
2016-10-19,0.6396,2.364,开放申购,开放赎回
2016-10-20,0.6427,2.364,开放申购,开放赎回
2016-10-21,0.6434,2.364,开放申购,开放赎回
2016-10-22,0.643,2.367,开放申购,开放赎回
2016-10-23,0.6429,2.37,开放申购,开放赎回
2016-10-24,0.6628,2.383,开放申购,开放赎回
2016-10-25,0.6432,2.383,开放申购,开放赎回
2016-10-26,0.6439,2.386,开放申购,开放赎回
2016-10-27,0.6467,2.388,开放申购,开放赎回
2016-10-28,0.6448,2.389,开放申购,开放赎回
2016-10-29,0.6445,2.389,开放申购,开放赎回
2016-10-30,0.6445,2.39,开放申购,开放赎回
2016-10-31,0.674,2.396,开放申购,开放赎回
2016-11-01,0.6483,2.399,开放申购,开放赎回
2016-11-02,0.6528,2.404,开放申购,开放赎回
2016-11-03,0.6573,2.409,开放申购,开放赎回
2016-11-04,0.6568,2.416,开放申购,开放赎回
2016-11-05,0.6567,2.422,开放申购,开放赎回
2016-11-06,0.6567,2.429,开放申购,开放赎回
2016-11-07,0.6565,2.42,开放申购,开放赎回
2016-11-08,0.6546,2.423,开放申购,开放赎回
2016-11-09,0.6573,2.425,开放申购,开放赎回
2016-11-10,0.6557,2.424,开放申购,开放赎回
2016-11-11,0.6743,2.434,开放申购,开放赎回
2016-11-12,0.6574,2.434,开放申购,开放赎回
2016-11-13,0.6573,2.434,开放申购,开放赎回
2016-11-14,0.6737,2.444,开放申购,开放赎回
2016-11-15,0.6636,2.448,开放申购,开放赎回
2016-11-16,0.6655,2.453,开放申购,开放赎回
2016-11-17,0.6691,2.46,开放申购,开放赎回
2016-11-18,0.6798,2.463,开放申购,开放赎回
2016-11-19,0.6641,2.467,开放申购,开放赎回
2016-11-20,0.6595,2.468,开放申购,开放赎回
2016-11-21,0.6869,2.475,开放申购,开放赎回
2016-11-22,0.6792,2.483,开放申购,开放赎回
2016-11-23,0.6739,2.488,开放申购,开放赎回
2016-11-24,0.6827,2.495,开放申购,开放赎回
2016-11-25,0.6767,2.493,开放申购,开放赎回
2016-11-26,0.6768,2.5,开放申购,开放赎回
2016-11-27,0.6767,2.509,开放申购,开放赎回
2016-11-28,0.6788,2.505,开放申购,开放赎回
2016-11-29,0.6904,2.511,开放申购,开放赎回
2016-11-30,0.6837,2.516,开放申购,开放赎回
2016-12-01,0.6846,2.517,开放申购,开放赎回
2016-12-02,0.6895,2.524,开放申购,开放赎回
2016-12-03,0.6886,2.53,开放申购,开放赎回
2016-12-04,0.6886,2.537,开放申购,开放赎回
2016-12-05,0.7031,2.55,开放申购,开放赎回
2016-12-06,0.6938,2.551,开放申购,开放赎回
2016-12-07,0.6995,2.56,开放申购,开放赎回
2016-12-08,0.7046,2.571,开放申购,开放赎回
2016-12-09,0.7084,2.581,开放申购,开放赎回
2016-12-10,0.708,2.591,开放申购,开放赎回
2016-12-11,0.708,2.601,开放申购,开放赎回
2016-12-12,0.7209,2.611,开放申购,开放赎回
2016-12-13,0.7313,2.631,开放申购,开放赎回
2016-12-14,0.7383,2.652,开放申购,开放赎回
2016-12-15,0.7463,2.674,开放申购,开放赎回
2016-12-16,0.7609,2.702,开放申购,开放赎回
2016-12-17,0.7604,2.73,开放申购,开放赎回
2016-12-18,0.7603,2.758,开放申购,开放赎回
2016-12-19,0.7787,2.789,开放申购,开放赎回
2016-12-20,0.7658,2.808,开放申购,开放赎回
2016-12-21,0.8153,2.849,开放申购,开放赎回
2016-12-22,0.8318,2.895,开放申购,开放赎回
2016-12-23,0.8517,2.944,开放申购,开放赎回
2016-12-24,0.8408,2.987,开放申购,开放赎回
2016-12-25,0.8407,3.03,开放申购,开放赎回
2016-12-26,0.8688,3.078,开放申购,开放赎回
2016-12-27,0.8714,3.135,开放申购,开放赎回
2016-12-28,0.8781,3.169,开放申购,开放赎回
2016-12-29,0.8974,3.204,开放申购,开放赎回
2016-12-30,0.8979,3.229,开放申购,开放赎回
2016-12-31,0.8967,3.259,开放申购,开放赎回
2017-01-01,0.8962,3.289,开放申购,开放赎回
2017-01-02,0.8961,3.304,开放申购,开放赎回
2017-01-03,0.901,3.32,开放申购,开放赎回
2017-01-04,0.9024,3.333,开放申购,开放赎回
2017-01-05,0.9025,3.336,开放申购,开放赎回
2017-01-06,0.9232,3.349,开放申购,开放赎回
2017-01-07,0.9059,3.354,开放申购,开放赎回
2017-01-08,0.9058,3.359,开放申购,开放赎回
2017-01-09,0.9172,3.371,开放申购,开放赎回
2017-01-10,0.9132,3.377,开放申购,开放赎回
2017-01-11,0.9266,3.39,开放申购,开放赎回
2017-01-12,0.9251,3.402,开放申购,开放赎回
2017-01-13,0.9271,3.405,开放申购,开放赎回
2017-01-14,0.9181,3.411,开放申购,开放赎回
2017-01-15,0.9179,3.418,开放申购,开放赎回
2017-01-16,0.9333,3.426,开放申购,开放赎回
2017-01-17,0.9381,3.44,开放申购,开放赎回
2017-01-18,0.9535,3.454,开放申购,开放赎回
2017-01-19,0.9608,3.474,开放申购,开放赎回
2017-01-20,0.973,3.498,开放申购,开放赎回
2017-01-21,0.9628,3.522,开放申购,开放赎回
2017-01-22,0.9634,3.547,开放申购,开放赎回
2017-01-23,0.9695,3.567,开放申购,开放赎回
2017-01-24,0.9851,3.592,开放申购,开放赎回
2017-01-25,0.9764,3.604,开放申购,开放赎回
2017-01-26,0.9768,3.613,开放申购,开放赎回
2017-01-27,0.9735,3.613,开放申购,开放赎回
2017-01-28,0.9734,3.619,开放申购,开放赎回
2017-01-29,0.9733,3.624,开放申购,开放赎回
2017-01-30,0.973,3.626,开放申购,开放赎回
2017-01-31,0.9729,3.62,开放申购,开放赎回
2017-02-01,0.9728,3.618,开放申购,开放赎回
2017-02-02,0.9727,3.615,开放申购,开放赎回
2017-02-03,0.9765,3.617,开放申购,开放赎回
2017-02-04,0.9715,3.616,开放申购,开放赎回
2017-02-05,0.9714,3.615,开放申购,开放赎回
2017-02-06,0.9905,3.624,开放申购,开放赎回
2017-02-07,0.9703,3.623,开放申购,开放赎回
2017-02-08,0.9727,3.623,开放申购,开放赎回
2017-02-09,0.9727,3.623,开放申购,开放赎回
2017-02-10,0.9744,3.622,开放申购,开放赎回
2017-02-11,0.9712,3.622,开放申购,开放赎回
2017-02-12,0.9709,3.621,开放申购,开放赎回
2017-02-13,0.9882,3.62,开放申购,开放赎回
2017-02-14,0.9769,3.624,开放申购,开放赎回
2017-02-15,0.9762,3.626,开放申购,开放赎回
2017-02-16,0.9774,3.628,开放申购,开放赎回
2017-02-17,0.9869,3.635,开放申购,开放赎回
2017-02-18,0.9752,3.637,开放申购,开放赎回
2017-02-19,0.9746,3.639,开放申购,开放赎回
2017-02-20,0.9816,3.636,开放申购,开放赎回
2017-02-21,0.9838,3.639,开放申购,开放赎回
2017-02-22,0.9823,3.643,开放申购,开放赎回
2017-02-23,0.9823,3.645,开放申购,开放赎回
2017-02-24,0.9878,3.646,开放申购,开放赎回
2017-02-25,0.9807,3.649,开放申购,开放赎回
2017-02-26,0.9806,3.652,开放申购,开放赎回
2017-02-27,0.9814,3.652,开放申购,开放赎回
2017-02-28,0.9821,3.651,开放申购,开放赎回
2017-03-01,0.9804,3.65,开放申购,开放赎回
2017-03-02,0.9829,3.65,开放申购,开放赎回
2017-03-03,0.9786,3.645,开放申购,开放赎回
2017-03-04,0.9777,3.644,开放申购,开放赎回
2017-03-05,0.9775,3.642,开放申购,开放赎回
2017-03-06,0.9882,3.646,开放申购,开放赎回
2017-03-07,0.9836,3.646,开放申购,开放赎回
2017-03-08,0.9873,3.65,开放申购,开放赎回
2017-03-09,0.9904,3.654,开放申购,开放赎回
2017-03-10,0.9998,3.666,开放申购,开放赎回
2017-03-11,0.9934,3.674,开放申购,开放赎回
2017-03-12,0.9931,3.683,开放申购,开放赎回
2017-03-13,1.0191,3.699,开放申购,开放赎回
2017-03-14,1.0066,3.712,开放申购,开放赎回
2017-03-15,1.0082,3.723,开放申购,开放赎回
2017-03-16,1.0147,3.736,开放申购,开放赎回
2017-03-17,1.0213,3.748,开放申购,开放赎回
2017-03-18,1.0198,3.762,开放申购,开放赎回
2017-03-19,1.0197,3.776,开放申购,开放赎回
2017-03-20,1.0337,3.784,开放申购,开放赎回
2017-03-21,1.0354,3.8,开放申购,开放赎回
2017-03-22,1.0389,3.817,开放申购,开放赎回
2017-03-23,1.0399,3.83,开放申购,开放赎回
2017-03-24,1.0446,3.843,开放申购,开放赎回
2017-03-25,1.0441,3.856,开放申购,开放赎回
2017-03-26,1.0436,3.869,开放申购,开放赎回
2017-03-27,1.0509,3.878,开放申购,开放赎回
2017-03-28,1.0587,3.891,开放申购,开放赎回
2017-03-29,1.0611,3.903,开放申购,开放赎回
2017-03-30,1.0649,3.916,开放申购,开放赎回
2017-03-31,1.0675,3.929,开放申购,开放赎回
2017-04-01,1.0703,3.943,开放申购,开放赎回
2017-04-02,1.0647,3.954,开放申购,开放赎回
2017-04-03,1.0646,3.962,开放申购,开放赎回
2017-04-04,1.0643,3.965,开放申购,开放赎回
2017-04-05,1.0594,3.964,开放申购,开放赎回
2017-04-06,1.0572,3.96,开放申购,开放赎回
2017-04-07,1.0572,3.954,开放申购,开放赎回
2017-04-08,1.0546,3.946,开放申购,开放赎回
2017-04-09,1.054,3.94,开放申购,开放赎回
2017-04-10,1.0797,3.948,开放申购,开放赎回
2017-04-11,1.0593,3.945,开放申购,开放赎回
2017-04-12,1.0642,3.948,开放申购,开放赎回
2017-04-13,1.0585,3.949,开放申购,开放赎回
2017-04-14,1.06,3.95,开放申购,开放赎回
2017-04-15,1.0566,3.951,开放申购,开放赎回
2017-04-16,1.0497,3.949,开放申购,开放赎回
2017-04-17,1.0583,3.937,开放申购,开放赎回
2017-04-18,1.0637,3.94,开放申购,开放赎回
2017-04-19,1.0606,3.938,开放申购,开放赎回
2017-04-20,1.0564,3.937,开放申购,开放赎回
2017-04-21,1.0667,3.94,开放申购,开放赎回
2017-04-22,1.0523,3.938,开放申购,开放赎回
2017-04-23,1.0473,3.937,开放申购,开放赎回
2017-04-24,1.0805,3.949,开放申购,开放赎回
2017-04-25,1.0741,3.954,开放申购,开放赎回
2017-04-26,1.0686,3.959,开放申购,开放赎回
2017-04-27,1.0685,3.965,开放申购,开放赎回
2017-04-28,1.0744,3.969,开放申购,开放赎回
2017-04-29,1.0705,3.979,开放申购,开放赎回
2017-04-30,1.0703,3.992,开放申购,开放赎回
2017-05-01,1.0701,3.986,开放申购,开放赎回
2017-05-02,1.0736,3.986,开放申购,开放赎回
2017-05-03,1.0715,3.987,开放申购,开放赎回
2017-05-04,1.0717,3.989,开放申购,开放赎回
2017-05-05,1.0789,3.992,开放申购,开放赎回
2017-05-06,1.0708,3.992,开放申购,开放赎回
2017-05-07,1.0706,3.992,开放申购,开放赎回
2017-05-08,1.0736,3.994,开放申购,开放赎回
2017-05-09,1.0755,3.995,开放申购,开放赎回
2017-05-10,1.073,3.996,开放申购,开放赎回
2017-05-11,1.0805,4.0,开放申购,开放赎回
2017-05-12,1.0942,4.009,开放申购,开放赎回
2017-05-13,1.0773,4.012,开放申购,开放赎回
2017-05-14,1.0754,4.015,开放申购,开放赎回
2017-05-15,1.0792,4.018,开放申购,开放赎回
2017-05-16,1.0945,4.028,开放申购,开放赎回
2017-05-17,1.0828,4.033,开放申购,开放赎回
2017-05-18,1.0875,4.037,开放申购,开放赎回
2017-05-19,1.0998,4.04,开放申购,开放赎回
2017-05-20,1.0809,4.042,开放申购,开放赎回
2017-05-21,1.0793,4.044,开放申购,开放赎回
2017-05-22,1.0854,4.048,开放申购,开放赎回
2017-05-23,1.0932,4.047,开放申购,开放赎回
2017-05-24,1.0888,4.05,开放申购,开放赎回
2017-05-25,1.0882,4.051,开放申购,开放赎回
2017-05-26,1.0916,4.046,开放申购,开放赎回
2017-05-27,1.09,4.051,开放申购,开放赎回
2017-05-28,1.0894,4.057,开放申购,开放赎回
2017-05-29,1.0889,4.059,开放申购,开放赎回
2017-05-30,1.0884,4.056,开放申购,开放赎回
2017-05-31,1.0919,4.058,开放申购,开放赎回
2017-06-01,1.0871,4.057,开放申购,开放赎回
2017-06-02,1.0996,4.061,开放申购,开放赎回
2017-06-03,1.0989,4.066,开放申购,开放赎回
2017-06-04,1.0985,4.071,开放申购,开放赎回
2017-06-05,1.0993,4.077,开放申购,开放赎回
2017-06-06,1.1135,4.09,开放申购,开放赎回
2017-06-07,1.105,4.097,开放申购,开放赎回
2017-06-08,1.1035,4.106,开放申购,开放赎回
2017-06-09,1.1393,4.128,开放申购,开放赎回
2017-06-10,1.1089,4.133,开放申购,开放赎回
2017-06-11,1.1088,4.139,开放申购,开放赎回
2017-06-12,1.1154,4.148,开放申购,开放赎回
2017-06-13,1.1132,4.148,开放申购,开放赎回
2017-06-14,1.1146,4.153,开放申购,开放赎回
2017-06-15,1.1103,4.156,开放申购,开放赎回
2017-06-16,1.1123,4.142,开放申购,开放赎回
2017-06-17,1.1172,4.146,开放申购,开放赎回
2017-06-18,1.1171,4.151,开放申购,开放赎回
2017-06-19,1.0831,4.133,开放申购,开放赎回
2017-06-20,1.1077,4.13,开放申购,开放赎回
2017-06-21,1.0962,4.12,开放申购,开放赎回
2017-06-22,1.0823,4.105,开放申购,开放赎回
2017-06-23,1.1174,4.108,开放申购,开放赎回
2017-06-24,1.1233,4.111,开放申购,开放赎回
2017-06-25,1.1229,4.114,开放申购,开放赎回
2017-06-26,1.085,4.115,开放申购,开放赎回
2017-06-27,1.1116,4.117,开放申购,开放赎回
2017-06-28,1.1238,4.132,开放申购,开放赎回
2017-06-29,1.12,4.153,开放申购,开放赎回
2017-06-30,1.1248,4.157,开放申购,开放赎回
2017-07-01,1.1251,4.158,开放申购,开放赎回
2017-07-02,1.1249,4.159,开放申购,开放赎回
2017-07-03,1.1191,4.178,开放申购,开放赎回
2017-07-04,1.1125,4.178,开放申购,开放赎回
2017-07-05,1.1099,4.17,开放申购,开放赎回
2017-07-06,1.1067,4.163,开放申购,开放赎回
2017-07-07,1.1047,4.152,开放申购,开放赎回
2017-07-08,1.1041,4.141,开放申购,开放赎回
2017-07-09,1.1025,4.129,开放申购,开放赎回
2017-07-10,1.1026,4.12,开放申购,开放赎回
2017-07-11,1.1012,4.114,开放申购,开放赎回
2017-07-12,1.1014,4.109,开放申购,开放赎回
2017-07-13,1.1013,4.106,开放申购,开放赎回
2017-07-14,1.1023,4.105,开放申购,开放赎回
2017-07-15,1.0987,4.102,开放申购,开放赎回
2017-07-16,1.0976,4.099,开放申购,开放赎回
2017-07-17,1.1017,4.099,开放申购,开放赎回
2017-07-18,1.0987,4.097,开放申购,开放赎回
2017-07-19,1.1012,4.097,开放申购,开放赎回
2017-07-20,1.0975,4.095,开放申购,开放赎回
2017-07-21,1.0872,4.087,开放申购,开放赎回
2017-07-22,1.0856,4.08,开放申购,开放赎回
2017-07-23,1.0854,4.073,开放申购,开放赎回
2017-07-24,1.0868,4.065,开放申购,开放赎回
2017-07-25,1.0894,4.06,开放申购,开放赎回
2017-07-26,1.085,4.051,开放申购,开放赎回
2017-07-27,1.0884,4.046,开放申购,开放赎回
2017-07-28,1.0923,4.049,开放申购,开放赎回
2017-07-29,1.0852,4.049,开放申购,开放赎回
2017-07-30,1.0851,4.049,开放申购,开放赎回
2017-07-31,1.0741,4.042,开放申购,开放赎回
2017-08-01,1.0854,4.04,开放申购,开放赎回
2017-08-02,1.0691,4.031,开放申购,开放赎回
2017-08-03,1.0745,4.024,开放申购,开放赎回
2017-08-04,1.0813,4.018,开放申购,开放赎回
2017-08-05,1.0718,4.01,开放申购,开放赎回
2017-08-06,1.0717,4.003,开放申购,开放赎回
2017-08-07,1.0668,3.999,开放申购,开放赎回
2017-08-08,1.0732,3.993,开放申购,开放赎回
2017-08-09,1.0619,3.989,开放申购,开放赎回
2017-08-10,1.0491,3.975,开放申购,开放赎回
2017-08-11,1.0324,3.948,开放申购,开放赎回
2017-08-12,1.0277,3.924,开放申购,开放赎回
2017-08-13,1.0272,3.9,开放申购,开放赎回
2017-08-14,1.0485,3.89,开放申购,开放赎回
2017-08-15,1.019,3.861,开放申购,开放赎回
2017-08-16,1.0508,3.855,开放申购,开放赎回
2017-08-17,1.0858,3.875,开放申购,开放赎回
2017-08-18,1.0869,3.904,开放申购,开放赎回
2017-08-19,1.0866,3.936,开放申购,开放赎回
2017-08-20,1.0847,3.968,开放申购,开放赎回
2017-08-21,1.1146,4.003,开放申购,开放赎回
2017-08-22,1.0985,4.046,开放申购,开放赎回
2017-08-23,1.0886,4.067,开放申购,开放赎回
2017-08-24,1.0865,4.067,开放申购,开放赎回
2017-08-25,1.0893,4.069,开放申购,开放赎回
2017-08-26,1.0849,4.068,开放申购,开放赎回
2017-08-27,1.0849,4.068,开放申购,开放赎回
2017-08-28,1.0885,4.054,开放申购,开放赎回
2017-08-29,1.0883,4.048,开放申购,开放赎回
2017-08-30,1.0843,4.046,开放申购,开放赎回
2017-08-31,1.0901,4.048,开放申购,开放赎回
2017-09-01,1.0989,4.053,开放申购,开放赎回
2017-09-02,1.0863,4.054,开放申购,开放赎回
